Fila,n,C(n)
FLEV4,1071,8
FLC,1072,1
FLEV1,1072,3
FLEV2,1072,3
FLEV3,1072,4
FLEV4,1072,8
FLC,1073,1
FLEV1,1073,3
FLEV2,1073,3
FLEV3,1073,4
FLEV4,1073,8
FLC,1074,1
FLEV1,1074,3
FLEV2,1074,3
FLEV3,1074,4
FLEV4,1074,8
FLC,1075,1
FLEV1,1075,3
FLEV2,1075,3
FLEV3,1075,4
FLEV4,1075,8
FLC,1076,1
FLEV1,1076,3
FLEV2,1076,3
FLEV3,1076,4
FLEV4,1076,8
FLC,1077,1
FLEV1,1077,3
FLEV2,1077,3
FLEV3,1077,4
FLEV4,1077,8
FLC,1078,1
FLEV1,1078,3
FLEV2,1078,3
FLEV3,1078,4
FLEV4,1078,8
FLC,1079,1
FLEV1,1079,3
FLEV2,1079,3
FLEV3,1079,4
FLEV4,1079,8
FLC,1080,1
FLEV1,1080,3
FLEV2,1080,3
FLEV3,1080,4
FLEV4,1080,8
FLC,1081,1
FLEV1,1081,3
FLEV2,1081,3
FLEV3,1081,4
FLEV4,1081,8
FLC,1082,1
FLEV1,1082,3
FLEV2,1082,3
FLEV3,1082,4
FLEV4,1082,8
FLC,1083,1
FLEV1,1083,3
FLEV2,1083,3
FLEV3,1083,4
FLEV4,1083,8
FLC,1084,1
FLEV1,1084,3
FLEV2,1084,3
FLEV3,1084,4
FLEV4,1084,8
FLC,1085,1
FLEV1,1085,3
FLEV2,1085,3
FLEV3,1085,4
FLEV4,1085,8
FLC,1086,1
FLEV1,1086,3
FLEV2,1086,3
FLEV3,1086,4
FLEV4,1086,8
FLC,1087,1
FLEV1,1087,3
FLEV2,1087,3
FLEV3,1087,4
FLEV4,1087,8
FLC,1088,1
FLEV1,1088,3
FLEV2,1088,3
FLEV3,1088,4
FLEV4,1088,8
FLC,1089,1
FLEV1,1089,3
FLEV2,1089,3
FLEV3,1089,4
FLEV4,1089,8
FLC,1090,1
FLEV1,1090,3
FLEV2,1090,3
FLEV3,1090,4
FLEV4,1090,8
FLC,1091,1
FLEV1,1091,3
FLEV2,1091,3
FLEV3,1091,4
FLEV4,1091,8
FLC,1092,1
FLEV1,1092,3
FLEV2,1092,3
FLEV3,1092,4
FLEV4,1092,8
FLC,1093,1
FLEV1,1093,3
FLEV2,1093,3
FLEV3,1093,4
FLEV4,1093,8
FLC,1094,1
FLEV1,1094,3
FLEV2,1094,3
FLEV3,1094,4
FLEV4,1094,8
FLC,1095,1
FLEV1,1095,3
FLEV2,1095,3
FLEV3,1095,4
FLEV4,1095,8
FLC,1096,1
FLEV1,1096,3
FLEV2,1096,3
FLEV3,1096,4
FLEV4,1096,8
FLC,1097,1
FLEV1,1097,3
FLEV2,1097,3
FLEV3,1097,4
FLEV4,1097,8
FLC,1098,1
FLEV1,1098,3
FLEV2,1098,3
FLEV3,1098,4
FLEV4,1098,8
FLC,1099,1
FLEV1,1099,3
FLEV2,1099,3
FLEV3,1099,4
FLEV4,1099,8
FLC,1100,1
FLEV1,1100,3
FLEV2,1100,3
FLEV3,1100,4
FLEV4,1100,8
FLC,1101,1
FLEV1,1101,3
FLEV2,1101,3
FLEV3,1101,4
FLEV4,1101,8
FLC,1102,1
FLEV1,1102,3
FLEV2,1102,3
FLEV3,1102,4
FLEV4,1102,8
FLC,1103,1
FLEV1,1103,3
FLEV2,1103,3
FLEV3,1103,4
FLEV4,1103,8
FLC,1104,1
FLEV1,1104,3
FLEV2,1104,3
FLEV3,1104,4
FLEV4,1104,8
FLC,1105,1
FLEV1,1105,3
FLEV2,1105,3
FLEV3,1105,4
FLEV4,1105,8
FLC,1106,1
FLEV1,1106,3
FLEV2,1106,3
FLEV3,1106,4
FLEV4,1106,8
FLC,1107,1
FLEV1,1107,3
FLEV2,1107,3
FLEV3,1107,4
FLEV4,1107,8
FLC,1108,1
FLEV1,1108,3
FLEV2,1108,3
FLEV3,1108,4
FLEV4,1108,8
FLC,1109,1
FLEV1,1109,3
FLEV2,1109,3
FLEV3,1109,4
FLEV4,1109,8
FLC,1110,1
FLEV1,1110,3
FLEV2,1110,3
FLEV3,1110,4
FLEV4,1110,8
FLC,1111,1
FLEV1,1111,3
FLEV2,1111,3
FLEV3,1111,4
FLEV4,1111,8
FLC,1112,1
FLEV1,1112,3
FLEV2,1112,3
FLEV3,1112,4
FLEV4,1112,8
FLC,1113,1
FLEV1,1113,3
FLEV2,1113,3
FLEV3,1113,4
FLEV4,1113,8
FLC,1114,1
FLEV1,1114,3
FLEV2,1114,3
FLEV3,1114,4
FLEV4,1114,8
FLC,1115,1
FLEV1,1115,3
FLEV2,1115,3
FLEV3,1115,4
FLEV4,1115,8
FLC,1116,1
FLEV1,1116,3
FLEV2,1116,3
FLEV3,1116,4
FLEV4,1116,8
FLC,1117,1
FLEV1,1117,3
FLEV2,1117,3
FLEV3,1117,4
FLEV4,1117,8
FLC,1118,1
FLEV1,1118,3
FLEV2,1118,3
FLEV3,1118,4
FLEV4,1118,8
FLC,1119,1
FLEV1,1119,3
FLEV2,1119,3
FLEV3,1119,4
FLEV4,1119,8
FLC,1120,1
FLEV1,1120,3
FLEV2,1120,3
FLEV3,1120,4
FLEV4,1120,8
FLC,1121,1
FLEV1,1121,3
FLEV2,1121,3
FLEV3,1121,4
FLEV4,1121,8
FLC,1122,1
FLEV1,1122,3
FLEV2,1122,3
FLEV3,1122,4
FLEV4,1122,8
FLC,1123,1
FLEV1,1123,3
FLEV2,1123,3
FLEV3,1123,4
FLEV4,1123,8
FLC,1124,1
FLEV1,1124,3
FLEV2,1124,3
FLEV3,1124,4
FLEV4,1124,8
FLC,1125,1
FLEV1,1125,3
FLEV2,1125,3
FLEV3,1125,4
FLEV4,1125,8
FLC,1126,1
FLEV1,1126,3
FLEV2,1126,3
FLEV3,1126,4
FLEV4,1126,8
FLC,1127,1
FLEV1,1127,3
FLEV2,1127,3
FLEV3,1127,4
FLEV4,1127,8
FLC,1128,1
FLEV1,1128,3
FLEV2,1128,3
FLEV3,1128,4
FLEV4,1128,8
FLC,1129,1
FLEV1,1129,3
FLEV2,1129,3
FLEV3,1129,4
FLEV4,1129,8
FLC,1130,1
FLEV1,1130,3
FLEV2,1130,3
FLEV3,1130,4
FLEV4,1130,8
FLC,1131,1
FLEV1,1131,3
FLEV2,1131,3
FLEV3,1131,4
FLEV4,1131,8
FLC,1132,1
FLEV1,1132,3
FLEV2,1132,3
FLEV3,1132,4
FLEV4,1132,8
FLC,1133,1
FLEV1,1133,3
FLEV2,1133,3
FLEV3,1133,4
FLEV4,1133,8
FLC,1134,1
FLEV1,1134,3
FLEV2,1134,3
FLEV3,1134,4
FLEV4,1134,8
FLC,1135,1
FLEV1,1135,3
FLEV2,1135,3
FLEV3,1135,4
FLEV4,1135,8
FLC,1136,1
FLEV1,1136,3
FLEV2,1136,3
FLEV3,1136,4
FLEV4,1136,8
FLC,1137,1
FLEV1,1137,3
FLEV2,1137,3
FLEV3,1137,4
FLEV4,1137,8
FLC,1138,1
FLEV1,1138,3
FLEV2,1138,3
FLEV3,1138,4
FLEV4,1138,8
FLC,1139,1
FLEV1,1139,3
FLEV2,1139,3
FLEV3,1139,4
FLEV4,1139,8
FLC,1140,1
FLEV1,1140,3
FLEV2,1140,3
FLEV3,1140,4
FLEV4,1140,8
FLC,1141,1
FLEV1,1141,3
FLEV2,1141,3
FLEV3,1141,4
FLEV4,1141,8
FLC,1142,1
FLEV1,1142,3
FLEV2,1142,3
FLEV3,1142,4
FLEV4,1142,8
FLC,1143,1
FLEV1,1143,3
FLEV2,1143,3
FLEV3,1143,4
FLEV4,1143,8
FLC,1144,1
FLEV1,1144,3
FLEV2,1144,3
FLEV3,1144,4
FLEV4,1144,8
FLC,1145,1
FLEV1,1145,3
FLEV2,1145,3
FLEV3,1145,4
FLEV4,1145,8
FLC,1146,1
FLEV1,1146,3
FLEV2,1146,3
FLEV3,1146,4
FLEV4,1146,8
FLC,1147,1
FLEV1,1147,3
FLEV2,1147,3
FLEV3,1147,4
FLEV4,1147,8
FLC,1148,1
FLEV1,1148,3
FLEV2,1148,3
FLEV3,1148,4
FLEV4,1148,8
FLC,1149,1
FLEV1,1149,3
FLEV2,1149,3
FLEV3,1149,4
FLEV4,1149,8
FLC,1150,1
FLEV1,1150,3
FLEV2,1150,3
FLEV3,1150,4
FLEV4,1150,8
FLC,1151,1
FLEV1,1151,3
FLEV2,1151,3
FLEV3,1151,4
FLEV4,1151,8
FLC,1152,1
FLEV1,1152,3
FLEV2,1152,3
FLEV3,1152,4
FLEV4,1152,8
FLC,1153,1
FLEV1,1153,3
FLEV2,1153,3
FLEV3,1153,4
FLEV4,1153,8
FLC,1154,1
FLEV1,1154,3
FLEV2,1154,3
FLEV3,1154,4
FLEV4,1154,8
FLC,1155,1
FLEV1,1155,3
FLEV2,1155,3
FLEV3,1155,4
FLEV4,1155,8
FLC,1156,1
FLEV1,1156,3
FLEV2,1156,3
FLEV3,1156,4
FLEV4,1156,8
FLC,1157,1
FLEV1,1157,3
FLEV2,1157,3
FLEV3,1157,4
FLEV4,1157,8
FLC,1158,1
FLEV1,1158,3
FLEV2,1158,3
FLEV3,1158,4
FLEV4,1158,8
FLC,1159,1
FLEV1,1159,3
FLEV2,1159,3
FLEV3,1159,4
FLEV4,1159,8
FLC,1160,1
FLEV1,1160,3
FLEV2,1160,3
FLEV3,1160,4
FLEV4,1160,8
FLC,1161,1
FLEV1,1161,3
FLEV2,1161,3
FLEV3,1161,4
FLEV4,1161,8
FLC,1162,1
FLEV1,1162,3
FLEV2,1162,3
FLEV3,1162,4
FLEV4,1162,8
FLC,1163,1
FLEV1,1163,3
FLEV2,1163,3
FLEV3,1163,4
FLEV4,1163,8
FLC,1164,1
FLEV1,1164,3
FLEV2,1164,3
FLEV3,1164,4
FLEV4,1164,8
FLC,1165,1
FLEV1,1165,3
FLEV2,1165,3
FLEV3,1165,4
FLEV4,1165,8
FLC,1166,1
FLEV1,1166,3
FLEV2,1166,3
FLEV3,1166,4
FLEV4,1166,8
FLC,1167,1
FLEV1,1167,3
FLEV2,1167,3
FLEV3,1167,4
FLEV4,1167,8
FLC,1168,1
FLEV1,1168,3
FLEV2,1168,3
FLEV3,1168,4
FLEV4,1168,8
FLC,1169,1
FLEV1,1169,3
FLEV2,1169,3
FLEV3,1169,4
FLEV4,1169,8
FLC,1170,1
FLEV1,1170,3
FLEV2,1170,3
FLEV3,1170,4
FLEV4,1170,8
FLC,1171,1
FLEV1,1171,3
FLEV2,1171,3
FLEV3,1171,4
FLEV4,1171,8
FLC,1172,1
FLEV1,1172,3
FLEV2,1172,3
FLEV3,1172,4
FLEV4,1172,8
FLC,1173,1
FLEV1,1173,3
FLEV2,1173,3
FLEV3,1173,4
FLEV4,1173,8
FLC,1174,1
FLEV1,1174,3
FLEV2,1174,3
FLEV3,1174,4
FLEV4,1174,8
FLC,1175,1
FLEV1,1175,3
FLEV2,1175,3
FLEV3,1175,4
FLEV4,1175,8
FLC,1176,1
FLEV1,1176,3
FLEV2,1176,3
FLEV3,1176,4
FLEV4,1176,8
FLC,1177,1
FLEV1,1177,3
FLEV2,1177,3
FLEV3,1177,4
FLEV4,1177,8
FLC,1178,1
FLEV1,1178,3
FLEV2,1178,3
FLEV3,1178,4
FLEV4,1178,8
FLC,1179,1
FLEV1,1179,3
FLEV2,1179,3
FLEV3,1179,4
FLEV4,1179,8
FLC,1180,1
FLEV1,1180,3
FLEV2,1180,3
FLEV3,1180,4
FLEV4,1180,8
FLC,1181,1
FLEV1,1181,3
FLEV2,1181,3
FLEV3,1181,4
FLEV4,1181,8
FLC,1182,1
FLEV1,1182,3
FLEV2,1182,3
FLEV3,1182,4
FLEV4,1182,8
FLC,1183,1
FLEV1,1183,3
FLEV2,1183,3
FLEV3,1183,4
FLEV4,1183,8
FLC,1184,1
FLEV1,1184,3
FLEV2,1184,3
FLEV3,1184,4
FLEV4,1184,8
FLC,1185,1
FLEV1,1185,3
FLEV2,1185,3
FLEV3,1185,4
FLEV4,1185,8
FLC,1186,1
FLEV1,1186,3
FLEV2,1186,3
FLEV3,1186,4
FLEV4,1186,8
FLC,1187,1
FLEV1,1187,3
FLEV2,1187,3
FLEV3,1187,4
FLEV4,1187,8
FLC,1188,1
FLEV1,1188,3
FLEV2,1188,3
FLEV3,1188,4
FLEV4,1188,8
FLC,1189,1
FLEV1,1189,3
FLEV2,1189,3
FLEV3,1189,4
FLEV4,1189,8
FLC,1190,1
FLEV1,1190,3
FLEV2,1190,3
FLEV3,1190,4
FLEV4,1190,8
FLC,1191,1
FLEV1,1191,3
FLEV2,1191,3
FLEV3,1191,4
FLEV4,1191,8
FLC,1192,1
FLEV1,1192,3
FLEV2,1192,3
FLEV3,1192,4
FLEV4,1192,8
FLC,1193,1
FLEV1,1193,3
FLEV2,1193,3
FLEV3,1193,4
FLEV4,1193,8
FLC,1194,1
FLEV1,1194,3
FLEV2,1194,3
FLEV3,1194,4
FLEV4,1194,8
FLC,1195,1
FLEV1,1195,3
FLEV2,1195,3
FLEV3,1195,4
FLEV4,1195,8
FLC,1196,1
FLEV1,1196,3
FLEV2,1196,3
FLEV3,1196,4
FLEV4,1196,8
FLC,1197,1
FLEV1,1197,3
FLEV2,1197,3
FLEV3,1197,4
FLEV4,1197,8
FLC,1198,1
FLEV1,1198,3
FLEV2,1198,3
FLEV3,1198,4
FLEV4,1198,8
FLC,1199,1
FLEV1,1199,3
FLEV2,1199,3
FLEV3,1199,4
FLEV4,1199,8
FLC,1200,1
FLEV1,1200,3
FLEV2,1200,3
FLEV3,1200,4
FLEV4,1200,8
FLC,1201,1
FLEV1,1201,3
FLEV2,1201,3
FLEV3,1201,4
FLEV4,1201,8
FLC,1202,1
FLEV1,1202,3
FLEV2,1202,3
FLEV3,1202,4
FLEV4,1202,8
FLC,1203,1
FLEV1,1203,3
FLEV2,1203,3
FLEV3,1203,4
FLEV4,1203,8
FLC,1204,1
FLEV1,1204,3
FLEV2,1204,3
FLEV3,1204,4
FLEV4,1204,8
FLC,1205,1
FLEV1,1205,3
FLEV2,1205,3
FLEV3,1205,4
FLEV4,1205,8
FLC,1206,1
FLEV1,1206,3
FLEV2,1206,3
FLEV3,1206,4
FLEV4,1206,8
FLC,1207,1
FLEV1,1207,3
FLEV2,1207,3
FLEV3,1207,4
FLEV4,1207,8
FLC,1208,1
FLEV1,1208,3
FLEV2,1208,3
FLEV3,1208,4
FLEV4,1208,8
FLC,1209,1
FLEV1,1209,3
FLEV2,1209,3
FLEV3,1209,4
FLEV4,1209,8
FLC,1210,1
FLEV1,1210,3
FLEV2,1210,3
FLEV3,1210,4
FLEV4,1210,8
FLC,1211,1
FLEV1,1211,3
FLEV2,1211,3
FLEV3,1211,4
FLEV4,1211,8
FLC,1212,1
FLEV1,1212,3
FLEV2,1212,3
FLEV3,1212,4
FLEV4,1212,8
FLC,1213,1
FLEV1,1213,3
FLEV2,1213,3
FLEV3,1213,4
FLEV4,1213,8
FLC,1214,1
FLEV1,1214,3
FLEV2,1214,3
FLEV3,1214,4
FLEV4,1214,8
FLC,1215,1
FLEV1,1215,3
FLEV2,1215,3
FLEV3,1215,4
FLEV4,1215,8
FLC,1216,1
FLEV1,1216,3
FLEV2,1216,3
FLEV3,1216,4
FLEV4,1216,8
FLC,1217,1
FLEV1,1217,3
FLEV2,1217,3
FLEV3,1217,4
FLEV4,1217,8
FLC,1218,1
FLEV1,1218,3
FLEV2,1218,3
FLEV3,1218,4
FLEV4,1218,8
FLC,1219,1
FLEV1,1219,3
FLEV2,1219,3
FLEV3,1219,4
FLEV4,1219,8
FLC,1220,1
FLEV1,1220,3
FLEV2,1220,3
FLEV3,1220,4
FLEV4,1220,8
FLC,1221,1
FLEV1,1221,3
FLEV2,1221,3
FLEV3,1221,4
FLEV4,1221,8
FLC,1222,1
FLEV1,1222,3
FLEV2,1222,3
FLEV3,1222,4
FLEV4,1222,8
FLC,1223,1
FLEV1,1223,3
FLEV2,1223,3
FLEV3,1223,4
FLEV4,1223,8
FLC,1224,1
FLEV1,1224,3
FLEV2,1224,3
FLEV3,1224,4
FLEV4,1224,8
FLC,1225,1
FLEV1,1225,3
FLEV2,1225,3
FLEV3,1225,4
FLEV4,1225,8
FLC,1226,1
FLEV1,1226,3
FLEV2,1226,3
FLEV3,1226,4
FLEV4,1226,8
FLC,1227,1
FLEV1,1227,3
FLEV2,1227,3
FLEV3,1227,4
FLEV4,1227,8
FLC,1228,1
FLEV1,1228,3
FLEV2,1228,3
FLEV3,1228,4
FLEV4,1228,8
FLC,1229,1
FLEV1,1229,3
FLEV2,1229,3
FLEV3,1229,4
FLEV4,1229,8
FLC,1230,1
FLEV1,1230,3
FLEV2,1230,3
FLEV3,1230,4
FLEV4,1230,8
FLC,1231,1
FLEV1,1231,3
FLEV2,1231,3
FLEV3,1231,4
FLEV4,1231,8
FLC,1232,1
FLEV1,1232,3
FLEV2,1232,3
FLEV3,1232,4
FLEV4,1232,8
FLC,1233,1
FLEV1,1233,3
FLEV2,1233,3
FLEV3,1233,4
FLEV4,1233,8
FLC,1234,1
FLEV1,1234,3
FLEV2,1234,3
FLEV3,1234,4
FLEV4,1234,8
FLC,1235,1
FLEV1,1235,3
FLEV2,1235,3
FLEV3,1235,4
FLEV4,1235,8
FLC,1236,1
FLEV1,1236,3
FLEV2,1236,3
FLEV3,1236,4
FLEV4,1236,8
FLC,1237,1
FLEV1,1237,3
FLEV2,1237,3
FLEV3,1237,4
FLEV4,1237,8
FLC,1238,1
FLEV1,1238,3
FLEV2,1238,3
FLEV3,1238,4
FLEV4,1238,8
FLC,1239,1
FLEV1,1239,3
FLEV2,1239,3
FLEV3,1239,4
FLEV4,1239,8
FLC,1240,1
FLEV1,1240,3
FLEV2,1240,3
FLEV3,1240,4
FLEV4,1240,8
FLC,1241,1
FLEV1,1241,3
FLEV2,1241,3
FLEV3,1241,4
FLEV4,1241,8
FLC,1242,1
FLEV1,1242,3
FLEV2,1242,3
FLEV3,1242,4
FLEV4,1242,8
FLC,1243,1
FLEV1,1243,3
FLEV2,1243,3
FLEV3,1243,4
FLEV4,1243,8
FLC,1244,1
FLEV1,1244,3
FLEV2,1244,3
FLEV3,1244,4
FLEV4,1244,8
FLC,1245,1
FLEV1,1245,3
FLEV2,1245,3
FLEV3,1245,4
FLEV4,1245,8
FLC,1246,1
FLEV1,1246,3
FLEV2,1246,3
FLEV3,1246,4
FLEV4,1246,8
FLC,1247,1
FLEV1,1247,3
FLEV2,1247,3
FLEV3,1247,4
FLEV4,1247,8
FLC,1248,1
FLEV1,1248,3
FLEV2,1248,3
FLEV3,1248,4
FLEV4,1248,8
FLC,1249,1
FLEV1,1249,3
FLEV2,1249,3
FLEV3,1249,4
FLEV4,1249,8
FLC,1250,1
FLEV1,1250,3
FLEV2,1250,3
FLEV3,1250,4
FLEV4,1250,8
FLC,1251,1
FLEV1,1251,3
FLEV2,1251,3
FLEV3,1251,4
FLEV4,1251,8
FLC,1252,1
FLEV1,1252,3
FLEV2,1252,3
FLEV3,1252,4
FLEV4,1252,8
FLC,1253,1
FLEV1,1253,3
FLEV2,1253,3
FLEV3,1253,4
FLEV4,1253,8
FLC,1254,1
FLEV1,1254,3
FLEV2,1254,3
FLEV3,1254,4
FLEV4,1254,8
FLC,1255,1
FLEV1,1255,3
FLEV2,1255,3
FLEV3,1255,4
FLEV4,1255,8
FLC,1256,1
FLEV1,1256,3
FLEV2,1256,3
FLEV3,1256,4
FLEV4,1256,8
FLC,1257,1
FLEV1,1257,3
FLEV2,1257,3
FLEV3,1257,4
FLEV4,1257,8
FLC,1258,1
FLEV1,1258,3
FLEV2,1258,3
FLEV3,1258,4
FLEV4,1258,8
FLC,1259,1
FLEV1,1259,3
FLEV2,1259,3
FLEV3,1259,4
FLEV4,1259,8
FLC,1260,1
FLEV1,1260,3
FLEV2,1260,3
FLEV3,1260,4
FLEV4,1260,8
FLC,1261,1
FLEV1,1261,3
FLEV2,1261,3
FLEV3,1261,4
FLEV4,1261,8
FLC,1262,1
FLEV1,1262,3
FLEV2,1262,3
FLEV3,1262,4
FLEV4,1262,8
FLC,1263,1
FLEV1,1263,3
FLEV2,1263,3
FLEV3,1263,4
FLEV4,1263,8
FLC,1264,1
FLEV1,1264,3
FLEV2,1264,3
FLEV3,1264,4
FLEV4,1264,8
FLC,1265,1
FLEV1,1265,3
FLEV2,1265,3
FLEV3,1265,4
FLEV4,1265,8
FLC,1266,1
FLEV1,1266,3
FLEV2,1266,3
FLEV3,1266,4
FLEV4,1266,8
FLC,1267,1
FLEV1,1267,3
FLEV2,1267,3
FLEV3,1267,4
FLEV4,1267,8
FLC,1268,1
FLEV1,1268,3
FLEV2,1268,3
FLEV3,1268,4
FLEV4,1268,8
FLC,1269,1
FLEV1,1269,3
FLEV2,1269,3
FLEV3,1269,4
FLEV4,1269,8
FLC,1270,1
FLEV1,1270,3
FLEV2,1270,3
FLEV3,1270,4
FLEV4,1270,8
FLC,1271,1
FLEV1,1271,3
FLEV2,1271,3
FLEV3,1271,4
FLEV4,1271,8
FLC,1272,1
FLEV1,1272,3
FLEV2,1272,3
FLEV3,1272,4
FLEV4,1272,8
FLC,1273,1
FLEV1,1273,3
FLEV2,1273,3
FLEV3,1273,4
FLEV4,1273,8
FLC,1274,1
FLEV1,1274,3
FLEV2,1274,3
FLEV3,1274,4
FLEV4,1274,8
FLC,1275,1
FLEV1,1275,3
FLEV2,1275,3
FLEV3,1275,4
FLEV4,1275,8
FLC,1276,1
FLEV1,1276,3
FLEV2,1276,3
FLEV3,1276,4
FLEV4,1276,8
FLC,1277,1
FLEV1,1277,3
FLEV2,1277,3
FLEV3,1277,4
FLEV4,1277,8
FLC,1278,1
FLEV1,1278,3
FLEV2,1278,3
FLEV3,1278,4
FLEV4,1278,8
FLC,1279,1
FLEV1,1279,3
FLEV2,1279,3
FLEV3,1279,4
FLEV4,1279,8
FLC,1280,1
FLEV1,1280,3
FLEV2,1280,3
FLEV3,1280,4
FLEV4,1280,8
FLC,1281,1
FLEV1,1281,3
FLEV2,1281,3
FLEV3,1281,4
FLEV4,1281,8
FLC,1282,1
FLEV1,1282,3
FLEV2,1282,3
FLEV3,1282,4
FLEV4,1282,8
FLC,1283,1
FLEV1,1283,3
FLEV2,1283,3
FLEV3,1283,4
FLEV4,1283,8
FLC,1284,1
FLEV1,1284,3
FLEV2,1284,3
FLEV3,1284,4
FLEV4,1284,8
FLC,1285,1
FLEV1,1285,3
FLEV2,1285,3
FLEV3,1285,4
FLEV4,1285,8
FLC,1286,1
FLEV1,1286,3
FLEV2,1286,3
FLEV3,1286,4
FLEV4,1286,8
FLC,1287,1
FLEV1,1287,3
FLEV2,1287,3
FLEV3,1287,4
FLEV4,1287,8
FLC,1288,1
FLEV1,1288,3
FLEV2,1288,3
FLEV3,1288,4
FLEV4,1288,8
FLC,1289,1
FLEV1,1289,3
FLEV2,1289,3
FLEV3,1289,4
FLEV4,1289,8
FLC,1290,1
FLEV1,1290,3
FLEV2,1290,3
FLEV3,1290,4
FLEV4,1290,8
FLC,1291,1
FLEV1,1291,3
FLEV2,1291,3
FLEV3,1291,4
FLEV4,1291,8
FLC,1292,1
FLEV1,1292,3
FLEV2,1292,3
FLEV3,1292,4
FLEV4,1292,8
FLC,1293,1
FLEV1,1293,3
FLEV2,1293,3
FLEV3,1293,4
FLEV4,1293,8
FLC,1294,1
FLEV1,1294,3
FLEV2,1294,3
FLEV3,1294,4
FLEV4,1294,8
FLC,1295,1
FLEV1,1295,3
FLEV2,1295,3
FLEV3,1295,4
FLEV4,1295,8
FLC,1296,1
FLEV1,1296,3
FLEV2,1296,3
FLEV3,1296,4
FLEV4,1296,8
FLC,1297,1
FLEV1,1297,3
FLEV2,1297,3
FLEV3,1297,4
FLEV4,1297,8
FLC,1298,1
FLEV1,1298,3
FLEV2,1298,3
FLEV3,1298,4
FLEV4,1298,8
FLC,1299,1
FLEV1,1299,3
FLEV2,1299,3
FLEV3,1299,4
FLEV4,1299,8
FLC,1300,1
FLEV1,1300,3
FLEV2,1300,3
FLEV3,1300,4
FLEV4,1300,8
FLC,1301,1
FLEV1,1301,3
FLEV2,1301,3
FLEV3,1301,4
FLEV4,1301,8
FLC,1302,1
FLEV1,1302,3
FLEV2,1302,3
FLEV3,1302,4
FLEV4,1302,8
FLC,1303,1
FLEV1,1303,3
FLEV2,1303,3
FLEV3,1303,4
FLEV4,1303,8
FLC,1304,1
FLEV1,1304,3
FLEV2,1304,3
FLEV3,1304,4
FLEV4,1304,8
FLC,1305,1
FLEV1,1305,3
FLEV2,1305,3
FLEV3,1305,4
FLEV4,1305,8
FLC,1306,1
FLEV1,1306,3
FLEV2,1306,3
FLEV3,1306,4
FLEV4,1306,8
FLC,1307,1
FLEV1,1307,3
FLEV2,1307,3
FLEV3,1307,4
FLEV4,1307,8
FLC,1308,1
FLEV1,1308,3
FLEV2,1308,3
FLEV3,1308,4
FLEV4,1308,8
FLC,1309,1
FLEV1,1309,3
FLEV2,1309,3
FLEV3,1309,4
FLEV4,1309,8
FLC,1310,1
FLEV1,1310,3
FLEV2,1310,3
FLEV3,1310,4
FLEV4,1310,8
FLC,1311,1
FLEV1,1311,3
FLEV2,1311,3
FLEV3,1311,4
FLEV4,1311,8
FLC,1312,1
FLEV1,1312,3
FLEV2,1312,3
FLEV3,1312,4
FLEV4,1312,8
FLC,1313,1
FLEV1,1313,3
FLEV2,1313,3
FLEV3,1313,4
FLEV4,1313,8
FLC,1314,1
FLEV1,1314,3
FLEV2,1314,3
FLEV3,1314,4
FLEV4,1314,8
FLC,1315,1
FLEV1,1315,3
FLEV2,1315,3
FLEV3,1315,4
FLEV4,1315,8
FLC,1316,1
FLEV1,1316,3
FLEV2,1316,3
FLEV3,1316,4
FLEV4,1316,8
FLC,1317,1
FLEV1,1317,3
FLEV2,1317,3
FLEV3,1317,4
FLEV4,1317,8
FLC,1318,1
FLEV1,1318,3
FLEV2,1318,3
FLEV3,1318,4
FLEV4,1318,8
FLC,1319,1
FLEV1,1319,3
FLEV2,1319,3
FLEV3,1319,4
FLEV4,1319,8
FLC,1320,1
FLEV1,1320,3
FLEV2,1320,3
FLEV3,1320,4
FLEV4,1320,8
FLC,1321,1
FLEV1,1321,3
FLEV2,1321,3
FLEV3,1321,4
FLEV4,1321,8
FLC,1322,1
FLEV1,1322,3
FLEV2,1322,3
FLEV3,1322,4
FLEV4,1322,8
FLC,1323,1
FLEV1,1323,3
FLEV2,1323,3
FLEV3,1323,4
FLEV4,1323,8
FLC,1324,1
FLEV1,1324,3
FLEV2,1324,3
FLEV3,1324,4
FLEV4,1324,8
FLC,1325,1
FLEV1,1325,3
FLEV2,1325,3
FLEV3,1325,4
FLEV4,1325,8
FLC,1326,1
FLEV1,1326,3
FLEV2,1326,3
FLEV3,1326,4
FLEV4,1326,8
FLC,1327,1
FLEV1,1327,3
FLEV2,1327,3
FLEV3,1327,4
FLEV4,1327,8
FLC,1328,1
FLEV1,1328,3
FLEV2,1328,3
FLEV3,1328,4
FLEV4,1328,8
FLC,1329,1
FLEV1,1329,3
FLEV2,1329,3
FLEV3,1329,4
FLEV4,1329,8
FLC,1330,1
FLEV1,1330,3
FLEV2,1330,3
FLEV3,1330,4
FLEV4,1330,8
FLC,1331,1
FLEV1,1331,3
FLEV2,1331,3
FLEV3,1331,4
FLEV4,1331,8
FLC,1332,1
FLEV1,1332,3
FLEV2,1332,3
FLEV3,1332,4
FLEV4,1332,8
FLC,1333,1
FLEV1,1333,3
FLEV2,1333,3
FLEV3,1333,4
FLEV4,1333,8
FLC,1334,1
FLEV1,1334,3
FLEV2,1334,3
FLEV3,1334,4
FLEV4,1334,8
FLC,1335,1
FLEV1,1335,3
FLEV2,1335,3
